reference	GSL5	GSL10	GSL15	GSL20	GSL25	GSL30	GSL35	GSL40	GSL45	GSL50	GSL55	GSL60	GSL65	GSL70	GSL75	GSL80	GSL85	GSL90	GSL95	GSL100	GSL105	GSL110	GSL115	GSL120	GSL125	GSL130	GSL135	GSL140	GSL145	GSL150	GSL155	GSL160	GSL165	GSL170	GSL175	GSL180	GSL185	GSL190	GSL195	GSL200	GSL205	GSL210	GSL215	GSL220	GSL225	GSL230	GSL235	GSL240	GSL245	GSL250	GSL255	GSL260	GSL265	GSL270	GSL275	GSL280	GSL285	GSL290	GSL295	GSL315	GSL320	GSL325	GSL330	GSL335	GSL340	GSL345	GSL350	GSL355																																																																					
Time	Area																																																																																																																																								
				23.674	3187	40.432	2337			23.168	3752			21.032	5465			24.343	2546	22.658	7855	29.242	4822			23.418	3113	32.315	14876	29.541	3746					18.063	239			23.718	2476	29.542	4148	24.551	6258	25.658	5665	24.633	732	24.554	8123	25.398	19099	23.673	7235	18.487	1295	26.125	665	35.647	4342	19.982	1704			36.908	2620			29.388	967							34.934	636	32.933	26551			31.064	2754	29.762	4866	24.216	3146					29.486	122			21.491	16837	38.585	2981									26.974	5657	24.663	1622	29.158	7928	30.65	36878																				
				23.833	1434					23.373	2075			21.161	307			24.469	229	22.752	1294	29.49	1206			23.579	694	32.781	1264	29.569	3581					18.134	2560			23.855	1194	29.567	3176	24.632	923	25.755	817	24.685	782	24.638	2139	25.47	666	23.72	1703	18.589	2029	26.2	19676			20.108	6956							29.537	650							35.28	21423	33.23	1048			31.182	30193	29.8	22853	24.273	771					29.517	428			21.656	2965	40.272	2189									27.062	1045	24.829	514	29.376	2821	30.751	21010																				
				23.951	410					23.427	4530			21.233	277			24.551	27492	22.801	112	29.545	3060			23.67	6743	32.846	970	29.787	898					18.215	11794			23.945	409	29.615	526	24.681	819	25.854	3284	25.17	3102	24.682	3276	25.653	2787	23.897	234	18.639	5836	26.351	44384			20.172	648							29.67	2943							38.606	2265	33.388	707			31.329	2317	29.896	10425	24.393	435					29.617	310			21.714	1519											27.212	1090	24.951	657	29.46	1103	30.918	4764																				
				24.079	2310					23.593	840			21.37	360			24.637	786	23.156	5314	29.604	930			23.713	2287	32.954	16386	29.869	1066					18.298	1052			24.086	4011	29.676	2098	25.09	589	25.906	2123	25.345	52517	24.757	379	25.709	1099	23.95	605	18.716	5216	26.558	862			20.208	1241							29.813	24896									33.446	2317			31.503	391	30.02	3379	24.528	9366					29.656	2288			21.772	3677											27.289	722	25.069	890	29.527	3466	31.069	2256																				
				24.241	744					23.681	5865			21.426	2427			24.758	543	23.417	2798	29.788	203			23.838	1838	33.267	1108	29.934	2435					18.361	445			24.16	1823	29.787	12934	25.17	3237	25.985	2003	25.397	9617	24.846	9662	25.765	281	24.104	2565	18.788	1875	26.69	786			20.37	854							29.938	2933									33.789	2861			31.717	3810	30.119	767	24.611	857					29.796	23917			21.817	1898											27.596	337555	25.151	4170	29.666	3370	31.198	16656																				
				24.344	1075					23.723	3257			21.518	2455			24.81	563	23.578	627	29.853	1303			23.946	871	33.402	1687	30.001	1675					18.435	5155			24.237	2696	29.827	4566	25.345	54642	26.132	915	25.471	365	25.091	1131	25.853	2204	24.242	4157	18.87	1883	26.777	3122			20.454	376							29.977	683									33.963	12289			31.888	1511	30.172	1387	24.659	1338					29.925	3387			21.895	532											27.729	6447	25.234	197	29.769	4285	31.332	1727																				
				24.419	317					23.843	1719			21.74	239			24.846	2144	23.625	485	29.94	2345			24.077	2003	33.839	1675	30.145	1754					18.588	1842			24.359	7636	29.874	3613	25.395	9470	26.21	30423	25.562	345	25.168	6174	25.907	957	24.292	632	18.926	753	26.884	463			20.488	560							30.034	1273									34.143	3260			32.032	63331	30.274	3660	25.067	714					30.021	1846			22.04	321											27.845	424	25.329	76368	29.809	11438	31.509	674																				
				24.469	192					23.956	467			21.799	2019			25.087	1529	23.671	4740	29.999	2382			24.236	2131	34.012	6070	30.198	2070					18.634	5162			24.552	19624	29.923	15170	25.644	2594	26.363	119992	25.654	1684	25.248	210	25.998	646	24.413	1456	18.967	1266	26.979	44193			20.647	9283							30.122	571									34.402	2093			32.318	9454	30.386	359	25.147	3864					30.109	836			22.08	500											28.269	2770	25.378	17670	29.902	7614	31.595	408																				
				24.511	484					24.086	2154			21.849	521			25.169	2039	23.729	655	30.068	1280			24.345	3344	34.201	4419	30.301	3245					18.719	3448			24.634	2111	30.004	9577	25.827	1454	26.467	535	25.712	688	25.347	152126	26.139	862	24.466	670	18.998	1722	27.217	560			20.784	413							30.184	1102									34.806	1009			32.392	3469	30.514	9704	25.322	77603					30.17	729			22.402	2442											28.308	1894	25.451	585	30.03	1742	31.724	7350																				
				24.556	6839					24.121	2443			22.109	314			25.201	1427	23.831	2343	30.14	1507			24.411	546	34.464	2840	30.543	5371					18.78	1592			24.685	1118	30.076	3985	25.907	444	26.568	1711	25.758	363	25.47	560	26.211	22443	24.554	12525	19.044	784	27.455	953			20.852	252							30.287	3009									34.93	603			32.798	2760	30.645	15790	25.373	16285					30.272	3676			22.462	14988											28.381	2695	25.628	589	30.127	504	32.036	64932																				
				24.636	986					24.249	1815			22.452	9155			25.249	411	23.947	461	30.2	2803			24.462	207	35.339	15829	30.646	35757					18.866	1829			24.758	530	30.144	4123	26.138	649	26.656	197	25.862	596	25.561	318	26.363	22115	24.639	773	19.113	3912	27.535	614			20.952	198							30.403	936									35.276	29204			32.934	26924	30.748	9809	25.633	1184					30.386	651			22.517	9714											28.45	34930	25.892	1031	30.179	1485	32.101	6640																				
				24.685	1072					24.351	7408			22.5	815			25.346	28127	24.075	2218	30.301	4410			24.549	11958	35.688	3115	30.782	16543					18.921	653			24.849	7135	30.195	3728	26.211	16753	26.702	2127	26.137	571	25.65	2623	26.481	791	24.685	1167	19.192	4348	27.586	1477			21.021	4976							30.527	9364									38.603	4273			33.23	2027	30.921	1855	25.841	1646					30.513	8522			22.674	13878											28.56	1583	25.974	2170	30.28	3776	32.329	17967																				
				24.848	341					24.423	269			22.546	1358			25.398	41025	24.236	846	30.543	5103			24.635	1269	36.938	2285	30.971	9192					18.962	1080			24.927	608	30.299	3951	26.317	1042	26.787	5824	26.21	11008	25.709	336	26.57	3565	24.856	3306	19.284	2323	27.734	10676			21.152	358							30.674	8717									40.295	2846			33.375	2187	30.975	211	25.882	1508					30.638	15243			22.73	12667											28.623	230132	26.118	780	30.522	10140	32.801	2318																				
				25.174	3203					24.476	183			22.664	6125			25.63	8157	24.343	1642	30.645	54405			24.68	1662			31.193	24685					18.995	1548			24.973	200	30.426	672	26.359	1191	26.894	667	26.318	1157	25.859	350	26.705	681	24.978	156	19.33	1740	27.98	566			21.225	730							30.765	9351													33.448	940	31.067	1633	25.972	1110					30.747	9888			22.817	1890											28.706	102530	26.191	19555	30.758	9723	32.948	18866																				
				25.349	60205					24.517	871			22.759	1373			25.714	1724	24.414	282	30.779	10648			24.756	272			31.297	1167					19.041	559			25.087	1480	30.543	4297	26.391	1312	26.99	29911	26.36	3162	25.911	217	26.789	5132	25.091	932	19.368	763	28.057	348			21.357	417							30.934	2638													33.785	3929	31.189	11423	26.112	916					30.919	1779			22.896	894											28.925	7544	26.297	702	30.881	1593	33.237	1390																				
				25.401	11024					24.562	10680			22.809	208			25.765	470	24.465	190	30.972	10401			24.843	2173			31.365	1782					19.11	3648			25.17	5315	30.648	25038	26.567	824	27.074	666	26.569	887	26.007	780	26.896	690	25.172	3729	19.426	8357	28.157	219			21.409	14609							31.079	1851													33.958	12587	31.261	6308	26.186	19399					31.064	2000			23.072	833											29.013	2916	26.342	1708	30.93	2820	33.681	1379																				
				25.475	544					24.646	1144			22.904	412			25.815	6015	24.55	7877	31.089	1822			25.087	848			31.44	2205					19.173	2510			25.255	270	30.78	11804	26.701	396	27.228	1032	26.703	397	26.137	1006	26.941	618	25.348	70441	19.595	2327	28.19	391			21.507	5533							31.275	7955													34.141	4415	31.33	2966	26.339	54245					31.258	6852			23.134	12181											29.046	3708	26.376	1131	31.074	1664	33.788	3042																				
				25.631	5543					24.695	1273			23.163	6143			25.865	664	24.635	882	31.192	8852			25.169	3886			31.628	701					19.294	3781			25.346	79475	30.97	12360	26.786	3275	27.312	267	26.788	3243	26.212	16833	26.992	33664	25.399	21418	19.673	4274	28.272	1929			21.673	299							31.346	2943													34.39	2582	31.384	2037	26.544	1777					31.331	2860			23.202	538											29.162	16196	26.461	528	31.212	9472	33.965	13005																				
				25.818	1496					24.769	283			23.424	3316			25.909	2490	24.681	1207	31.298	895			25.345	82969			31.705	2288					19.328	1184			25.396	29890	31.054	684	26.99	15230	27.363	463	26.99	22237	26.317	3142	27.077	1181	25.562	163	19.739	13391	28.319	120			21.73	344							31.407	1994													35.271	35559	31.535	653	26.678	1059					31.39	1823			23.331	9917											29.256	11591	26.55	1609	31.269	9420	34.144	4513																				
				25.915	352					24.818	2000			23.587	795			25.981	3956	24.809	336	31.365	1063			25.396	18457			31.753	2872					19.364	968			25.477	684	31.195	22972	27.076	399	27.419	290	27.077	424	26.392	1379	27.226	742	25.655	5263	19.797	1867	28.361	139			21.787	2001							31.517	1490													35.617	5325	31.721	1655	26.764	5783					31.503	1705			23.396	8439											29.336	3605	26.683	715	31.337	2929	34.4	2735																				
				26.006	517					24.846	3097			23.676	5196			26.054	1097	24.845	888	31.425	3046			25.469	696			31.902	1428					19.425	7597			25.642	3816	31.362	1131	27.226	456	27.466	1806	27.227	473	26.482	228	27.322	178	25.764	340	19.835	1408	28.454	34752			21.836	652							31.607	1109															31.894	910	26.869	635					31.591	814			23.56	1084											29.382	17340	26.769	4171	31.4	3444	35.281	26081																				
				26.143	704					25.099	793			23.73	747			26.129	1223	25.168	3563	31.7	967			25.639	4528			32.063	45536					19.59	1868			25.711	1005	31.53	1635	27.468	460	27.545	1331	27.469	473	26.568	4185	27.366	296	25.846	3156	19.954	3722	28.563	910			21.911	374							31.732	638															32.03	53025	26.911	566					31.72	1214			23.648	17222											29.454	11799	26.875	569	31.51	1909	35.625	5261																				
				26.213	12855					25.179	3494			23.838	1627			26.213	43552	25.345	65041	31.755	2744			25.817	2897			32.312	20254					19.67	3510			25.825	5277	31.626	2207	27.545	213	27.593	1120	27.598	1560	26.701	673	27.467	1213	25.909	1357	19.99	3819	28.624	107467			22.1	853							32.043	38753															32.099	368	26.966	28944					32.03	62408			23.703	1338											29.531	13221	26.917	442	31.662	224																						
				26.367	29606					25.356	71501			23.951	538			26.367	158520	25.395	11910	31.903	1492			25.909	816			32.437	1786					19.736	12004			25.908	1620	31.71	1654	27.597	1946	27.652	176	27.745	6307	26.787	7895	27.548	584	25.997	1392	20.036	311	28.822	857			22.229	608							32.117	4442															32.314	8863	27.053	833					32.316	6734			23.927	2038											29.667	17112	26.973	28612	31.732	780																						
				26.572	1111					25.406	16943			24.082	2719			26.486	2739	25.47	602	32.063	49921			26	1103			32.711	5079					19.795	1524			25.991	2244	31.751	3362	27.745	6428	27.689	305	28.285	2248	26.891	647	27.601	3878	26.138	845	20.114	12074	28.891	279			22.464	7371							32.365	2350															32.389	2923	27.201	838					32.396	2118			23.969	2371											29.809	66665	27.058	994	32.041	53331																						
				26.707	678					25.482	795			24.243	1280			26.568	2032	25.63	4318	32.308	30593			26.136	963			32.779	3568					19.836	1086			26.052	364	31.911	1157	27.79	3239	27.745	15092	28.33	163	26.928	856	27.688	325	26.213	25318	20.214	663	29.047	471			22.533	2429							32.41	1992															32.798	1076	27.295	276					32.795	1937			24.086	7761											29.906	25537	27.208	802	32.109	3466																						
				26.793	4343					25.641	5162			24.297	445			26.612	1124	25.814	1413	32.44	710			26.21	22898			32.953	29584					19.952	3352			26.136	1177	32.059	41017	28.16	290	28	895	28.466	31298	26.991	10433	27.745	12701	26.365	73178	20.379	1597	29.119	159			22.681	5127							32.82	1558															32.936	11692	27.348	280					32.934	4970			24.215	8407											29.975	3587	27.35	304	32.234	134																						
				26.896	387					25.825	2006			24.347	2413			26.654	503	25.907	348	32.712	6746			26.363	48119			33.26	2402					19.987	4325			26.21	35295	32.319	12150	28.201	303	28.07	669	28.645	542311	27.076	1881	27.995	763	26.57	1526	20.496	1605	29.164	5363			22.744	3780							32.956	13975															33.044	3662	27.443	1186					33.035	304			24.268	2064											30.034	10314	27.449	626	32.309	535																						
				26.932	410					25.92	512			24.421	342			26.703	4083	26.136	759	32.778	2840			26.48	363			33.337	1812					20.111	12244			26.361	28718	32.707	6725	28.284	2453	28.2	1433	28.836	657	27.164	933	28.073	355	26.705	1351	20.656	8966	29.28	1020			22.91	242							33.063	4460															33.106	2112	27.523	612					33.107	8461			24.394	2947											30.129	6913	27.528	288	32.344	391																						
				26.996	14315					26.005	724			24.473	607			26.787	4092	26.21	14826	32.953	49899			26.567	1624			33.405	3786					20.178	1068			26.484	715	32.779	3979	28.337	104	28.283	3447	28.964	890	27.223	1325	28.16	250	26.79	5475	20.791	868	29.383	1089			23.151	7404							33.125	12604															33.227	774	27.572	1470					33.237	529			24.441	1993											30.183	6258	27.579	4463	32.812	3978																						
				27.084	461					26.146	655			24.514	747			26.841	192	26.318	1534	33.277	2224			26.702	1157			33.494	2019					20.211	1222			26.567	1934	32.956	28509	28.394	639	28.375	665	29.064	599	27.468	646	28.201	746	26.9	841	20.899	1797	29.672	3398			23.224	229							33.254	981															33.785	1762	27.72	12005					33.785	809			24.529	40482											30.287	9775	27.666	355	32.929	1921																						
				27.23	516					26.219	20335			24.557	8540			26.9	591	26.36	2507	33.333	2460			26.787	5808			33.621	1172					20.301	202			26.617	194	33.259	1369	28.465	30820	28.467	38398	29.177	3692	27.597	2294	28.284	4036	26.993	38818	20.96	334	29.814	25088			23.341	2459							33.81	1260															33.959	11423	27.969	626					33.955	11924			24.608	4954											30.398	1837	27.726	12766	33.056	7115																						
				27.473	495					26.328	1605			24.642	1109			26.993	46622	26.568	1234	33.403	7337			26.889	609			33.834	2514					20.375	2277			26.703	2765	33.407	1017	28.573	811	28.575	588	29.295	645	27.744	10141	28.381	160	27.078	856	21.028	13320	29.911	4061			23.412	6133							33.981	8429															34.142	5248	28.044	378					34.135	5602			24.659	3309											30.526	8646	27.977	574	33.121	1331																						
				27.602	929					26.371	6379			24.688	1356			27.084	332	26.702	758	33.491	3435			26.933	513			34.009	9048					20.495	1461			26.787	5187	33.489	2875	28.639	215793	28.637	133156	29.358	129	27.817	2485	28.467	51044	27.229	747	21.227	1941	30.035	1127			23.475	1785							34.161	5695															34.394	2236	28.137	261					34.39	2208			24.726	596											30.593	290	28.138	352	33.802	781																						
				27.75	7449					26.497	1138			24.813	470			27.238	623	26.786	4658	33.617	2458			26.99	32204			34.2	5348					20.645	17219			26.893	513	33.621	711	28.831	944	28.836	1891	29.396	1627	27.859	1291	28.574	859	27.322	262	21.302	733	30.124	261			23.575	1041							34.419	2129															35.028	2359	28.178	779					35.269	16945			24.831	4550											30.679	17406	28.183	449	33.976	10241																						
				28.001	256					26.579	1702			24.848	1083			27.372	523	26.89	366	33.836	5422			27.076	687			34.459	3458					20.789	473			26.99	56881	33.829	2617	29.067	1514	28.909	2110	29.545	1050	27.905	466	28.634	26421	27.367	378	21.419	25259	30.186	494			23.663	9460							35.297	13581															35.268	17031	28.258	4329					35.407	1513			24.898	2831											30.763	18657	28.265	3417	34.153	5747																						
				28.161	183					26.626	188			25.094	1008			27.424	409	26.933	418	34.013	16617			27.226	633			34.858	1359					20.896	1391			27.075	798	34.004	16245	29.176	6690	28.989	3402	29.684	3827	28.072	391	28.69	685	27.469	885	21.513	11477	30.288	2687			23.722	914							35.44	1152															35.406	808	28.347	489					35.616	15712			25.009	517											30.931	2269	28.361	254	34.406	1962																						
				28.207	332					26.712	1062			25.175	5108			27.468	2153	26.99	31838	34.208	6929			27.467	746			34.988	582					20.983	6654			27.134	462	34.194	3973	29.252	8444	29.064	3845	29.827	26468	28.198	439	28.835	564	27.551	373	21.678	835	30.403	661			23.938	716							35.646	16963															35.617	10957	28.44	46044									25.063	2760											31.076	3463	28.447	39812	34.805	1041																						
				28.288	2633					26.799	4604			25.257	271			27.549	1390	27.078	532	34.457	7175			27.547	321			35.337	44086					21.027	21375			27.226	773	34.451	3972	29.346	1094	29.128	2386	29.922	4041	28.281	5142	28.912	522	27.599	1610	21.738	1480	30.444	131			24.09	3188																									28.55	1075									25.145	9046											31.218	38047	28.555	1069	35.288	12208																						
				28.471	27722					27.002	40440			25.351	76981			27.6	3575	27.226	630	34.861	1906			27.597	1956			36.934	2337					21.219	5951			27.316	173	34.853	1176	29.393	4815	29.176	14637	30.048	539	28.466	54216	28.967	919	27.748	14214	21.793	4909	30.529	7767			24.232	4838																									28.609	34466									25.222	1226											31.342	3930	28.614	9639	35.424	1164																						
				28.583	466					27.087	413			25.402	13623			27.684	1165	27.465	515	34.987	807			27.746	13272			38.691	7213					21.422	68931			27.372	216	34.981	1144	29.462	3043	29.292	6134	30.142	426	28.574	1855	29.065	869	28.004	720	21.839	1247	30.646	11325			24.286	709																									28.809	893									25.325	125451											31.397	2845	28.676	560	35.636	2128																						
				28.644	217207					27.237	750			25.476	643			27.747	18608	27.548	251	35.338	35057			27.997	654			40.395	5660					21.511	10213			27.424	144	35.327	26270	29.546	3568	29.354	2941	30.2	583	28.636	117392	29.177	9614	28.072	517	21.921	227	30.765	6523			24.404	1925																									28.885	198									25.376	63187											31.523	1002	28.79	1467																								
				28.832	427					27.478	678			25.635	4822			27.801	2900	27.595	3025	36.929	6569			28.201	509									21.681	1171			27.465	1446	36.934	2995	29.606	1440	29.398	6716	30.302	2734	28.805	5566	29.295	5519	28.204	1100	22.109	5055	30.935	1704			24.457	1165																									28.94	1165									25.644	5496											31.604	956	29.042	567																								
				29.071	419					27.556	235			25.82	1749			28	806	27.746	8872	38.694	6078			28.285	3413									21.736	1586			27.548	720	38.68	4066	29.684	7288	29.467	4384	30.415	754	28.96	944	29.354	1008	28.286	3139	22.469	11679	31.08	2691			24.544	18456																									29.036	917									25.693	2859											31.674	290	29.158	9667																								
				29.136	301					27.608	5289			25.914	449			28.069	385	27.997	409	40.399	4952			28.372	170									21.792	4937			27.597	5959	40.387	3082	29.825	31142	29.512	2633	30.545	6083	29.06	2054	29.403	2317	28.328	209	22.539	3558	31.193	4947			24.627	3220																									29.105	335									25.828	8601											31.733	2506	29.27	1836																								
				29.183	3731					27.756	12463			26.007	533			28.163	526	28.115	238					28.467	41553									21.836	712			27.683	1152			29.924	8709	29.55	3933	30.609	161	29.177	11967	29.469	1709	28.379	400	22.687	6074	31.274	5932			24.676	2030																									29.15	7051									25.883	5180											32.044	59124	29.381	7072																								
				29.247	1930					28.007	552			26.141	718			28.204	841	28.161	244					28.572	561									21.917	345			27.744	20304			30.003	2164	29.603	3325	30.67	9666	29.255	33617	29.685	6984	28.469	47590	22.753	4594	31.345	2106			24.751	1033																									29.276	1142									25.961	5081											32.239	286	29.46	1139																								
				29.402	925					28.081	151			26.213	21482			28.284	1291	28.198	308					28.635	35946									22.026	1343			27.99	655			30.051	2157	29.681	11617	30.781	6097	29.349	4528	29.828	42041	28.58	678	22.849	484	31.405	1975			24.843	824																									29.379	1054									26.026	863											32.408	8260	29.491	746																								
				29.688	3005					28.126	669			26.322	1214			28.33	197	28.284	2960					28.832	467									22.101	1073			28.066	402			30.139	1388	29.826	39076	30.95	1568	29.398	14371	29.926	2576	28.642	207871	23.092	364	31.524	548			25.079	1349																									29.517	1246									26.112	2313											32.586	523	29.526	1341																								
				29.832	24711					28.213	278			26.366	8890			28.373	1142	28.465	32928					28.916	160									22.182	3853			28.164	465			30.199	2938	29.922	6277	31.099	2019	29.511	8066	29.955	2667	28.841	880	23.157	22743	31.734	619			25.162	5955																									29.571	470									26.189	67839											32.768	30292	29.664	4458																								
				29.933	3332					28.296	2793			26.574	1231			28.469	22644	28.575	410					29.062	829									22.399	3479			28.199	573			30.306	3823	29.993	2433	31.208	18062	29.545	5251	30.051	2254	28.91	795	23.351	4461	31.897	954			25.241	416																									29.612	1082									26.343	176550											32.989	20322	29.808	30939																								
				30.06	866					28.477	34158			26.625	120			28.57	1047	28.635	61345					29.178	9059									22.452	13855			28.283	2872			30.414	1050	30.048	4182	31.284	3435	29.684	21285	30.137	836	28.969	917	23.419	9541	32.043	32177			25.339	98494																									29.659	5369									26.456	2968											33.253	2117	29.903	4452																								
				30.143	378					28.581	613			26.708	917			28.639	189278	28.912	123					29.245	3784									22.537	2493			28.323	383			30.465	172	30.137	2506	31.364	1264	29.826	58542	30.2	1322	29.004	359	23.582	1694	32.115	4241			25.389	28783																									29.799	38525									26.544	5174											33.808	4711	30.034	1448																								
				30.208	785					28.648	46869			26.793	5407			28.833	811	29.176	5928					29.301	1329									22.663	16887			28.392	1337			30.542	5071	30.199	3063	31.437	811	29.927	8088	30.304	4814	29.068	892	23.671	10901	32.322	7227			25.463	811																									29.904	3965									26.633	871											33.978	9224	30.121	1262																								
				30.308	3066					28.852	384			26.898	550			28.993	223	29.241	3977					29.349	493									22.751	4664			28.466	37595			30.65	23568	30.301	5744	31.568	5385	29.953	10052	30.416	1529	29.178	8386	23.729	2242	32.419	1304			25.638	4310																									29.971	376									26.678	4739											34.16	3300	30.181	7041																								
				30.422	1057					28.926	134			26.936	482			29.124	143	29.301	860					29.405	1839									22.849	732			28.569	1945			30.78	5719	30.415	1843	31.622	3762	30.049	3847	30.542	10000	29.287	2865	23.845	249	32.819	1770			25.704	2800																									30.024	1805									26.764	11033											34.412	2047	30.282	5499																								
				30.551	4010					29.074	558			26.996	28291			29.177	8062	29.352	495					29.602	588									22.913	1363			28.645	607032			30.947	1658	30.543	8285	31.753	3269	30.136	2641	30.658	36754	29.403	1302	23.947	2141	32.948	8547			25.827	4069																									30.107	566									26.872	1221											34.807	1937	30.396	1065																								
				30.65	23234					29.189	5603			27.083	583			29.242	3260	29.398	1053					29.684	5141									23.155	40412			28.832	3125			31.099	1978	30.667	19765	31.924	1831	30.201	22850	30.783	12198	29.549	437	24.099	3737	33.067	3360			25.9	1706																									30.172	1177									26.968	125103											35.039	1919	30.523	11784																								
				30.787	5050					29.251	2416			27.232	679			29.305	244	29.607	177					29.826	35501									23.348	19054			28.9	451			31.196	27210	30.778	10427	32.064	39221	30.305	6481	30.952	1816	29.65	293	24.173	441	33.129	8193			25.983	1734																									30.273	4246									27.054	412											35.296	27497	30.59	221																								
				30.958	540					29.411	2560			27.474	655			29.395	2701	29.683	3226					29.929	3737									23.418	10118			28.945	1381			31.278	3660	30.95	2000	32.141	297	30.415	2224	31.098	4118	29.689	4406	24.238	4022	33.982	8280			26.126	1298																									30.389	1349									27.204	1657											35.641	17798	30.677	23456																								
				31.102	2458					29.483	464			27.55	194			29.471	29751	29.826	26823					30.051	1237									23.581	817			28.996	182			31.362	1772	31.099	2742	32.354	6771	30.544	10123	31.212	8581	29.83	34118	24.288	1736	34.168	4778			26.202	33467																									30.515	10490									27.254	292													30.758	22096																								
				31.198	9216					29.614	786			27.604	2828			29.599	661	29.93	3559					30.133	607									23.677	21144			29.058	789			31.44	1545	31.221	4035	32.438	1530	30.654	132090	31.29	8096	29.927	2939	24.414	3276	34.417	1508			26.354	35772																									30.588	466									27.293	358													30.926	2151																								
				31.296	3122					29.696	4055			27.751	13881			29.685	1203	30.052	999					30.198	456									23.84	27575			29.176	13018			31.548	2100	31.29	6675	32.842	2593	30.781	20267	31.365	2802	29.96	2186	24.469	1431	35.301	21088			26.475	1553																									30.645	14713									27.345	1063													31.075	3089																								
				31.373	2062					29.838	26269			28.005	1538			29.829	17312	30.135	423					30.302	3636									23.914	10504			29.255	11034			31.751	8020	31.362	2256	32.97	9184	30.887	1747	31.432	2959	30.052	1527	24.551	21633	35.437	1958			26.56	2106																									30.75	13071									27.401	579													31.241	15652																								
				31.436	2521					29.942	3961			28.072	490			29.925	4009	30.202	717					30.415	1452									24.015	3354			29.347	1431			31.908	1645	31.419	2433	33.154	5747	30.946	6063	31.535	3497	30.139	529	24.634	3773	35.649	16389			26.614	261																									30.852	1523									27.443	4541													31.34	3288																								
				31.556	7092					30.01	328			28.117	596			29.998	715	30.3	4898					30.543	6821									24.076	22538			29.393	12449			32.063	43458	31.551	1810	33.269	824	31.098	6373	31.624	1713	30.204	1728	24.683	4985	36.927	1207			26.696	1331																									30.921	2766									27.523	2501													31.394	3553																								
				31.635	1489					30.064	904			28.168	794			30.047	1009	30.415	843					30.644	29857									24.238	7776			29.466	9156			32.134	151	31.624	1948	33.835	1217	31.203	98528	31.758	1437	30.307	3535	24.757	800					26.722	2148																									31.066	3295									27.573	3194													31.517	1548																								
				31.709	1640					30.151	770			28.21	415			30.145	580	30.544	5768					30.781	7217									24.37	1972			29.543	4779			32.317	25892	31.755	1727	34.01	8705	31.367	1435	31.921	681	30.422	1219	24.851	1454					26.779	6817																									31.188	3302									27.721	40745													31.602	1070																								
				31.765	1379					30.214	552			28.289	3297			30.197	3342	30.644	38132					30.949	1237									24.412	1471			29.603	3638			32.434	1633	31.925	516	34.192	3971	31.453	2804	32.067	45802	30.546	8415	25.087	1841					26.887	897																									31.256	8406									27.83	2312													31.733	3500																								
				31.906	2389					30.313	4931			28.386	332			30.298	3369	30.779	6069					31.098	3606									24.466	670			29.685	11259			32.781	436	32.061	32382	34.447	1351	31.539	1885	32.141	7538	30.662	27581	25.17	11803					26.981	81828																									31.33	3660									27.879	1731													32.042	60056																								
				32.071	34036					30.429	767			28.473	37544			30.543	7181	30.954	949					31.195	5558									24.551	22021			29.787	10315			32.842	1512	32.139	4948	35.335	28421	31.625	2688	32.333	26199	30.784	9374	25.35	193858					27.065	1164																									31.388	2270									27.948	2701													32.11	4627																								
				32.316	14907					30.558	5138			28.584	773			30.644	21031	31.098	3072					31.29	5265									24.637	2714			29.826	45559			32.952	19395	32.367	13229	35.683	18552	31.752	14673	32.847	3867	30.958	1642	25.398	31237					27.218	1017																									31.509	842									27.976	2334													32.354	3136																								
				32.78	399					30.658	37581			28.648	353127			30.78	7437	31.192	7684					31.363	1829									24.684	3414			29.924	18906			33.081	1617	32.788	244			31.923	1072	32.966	29132	31.101	2934	25.472	1522					27.314	419																									31.59	937									28.043	4530													32.409	4954																								
				32.853	1516					30.797	9591			28.82	1171			30.896	887	31.292	3998					31.429	3355									24.76	651			30.002	4878			33.151	4923	32.844	2490			32.066	56943	33.094	3469	31.215	8823	25.651	6025					27.36	541																									31.717	878									28.092	1754													32.814	3207																								
				32.957	20166					30.966	762			29.069	781			30.953	2393	31.365	1676					31.538	2309									24.843	4211			30.044	3227			33.281	4321	32.971	18065			32.137	11003	33.156	16726	31.298	8433	25.761	495					27.413	220																									31.883	911									28.14	2864													32.98	17347																								
				33.097	1001					31.11	3403			29.14	493			31.003	1943	31.428	3733					31.625	1369									24.966	900			30.198	8970			33.4	662	33.083	3209			32.322	54269	33.282	3138	31.366	2660	25.839	4739					27.461	1892																									32.03	61886									28.177	5334													33.061	2996																								
				33.168	15695					31.207	17219			29.184	5999			31.097	1390	31.549	3576					31.697	685									25.029	623			30.301	5576			33.628	4987	33.153	8264			32.431	5563	33.358	1213	31.428	4329	25.909	1993					27.539	937																									32.225	905									28.258	13234													33.25	2041																								
				33.412	2532					31.308	3887			29.245	5929			31.192	10856	31.626	1662					31.752	1192									25.085	1023			30.414	871			33.81	4454	33.279	808			32.668	972	33.421	6835	31.567	5354	26	2547					27.59	7517																									32.317	7385									28.348	4577													33.354	972																								
				33.63	1198					31.382	1098			29.305	945			31.296	5314	31.699	1171					31.905	1174									25.116	1233			30.54	14946			34.005	9858	33.43	1859			32.84	5118	33.836	3842	31.631	2761	26.137	2277					27.673	1956																									32.392	2743									28.443	85403													33.44	2641																								
